feat_idx	best_transform	params_csv	r_identity	r_best
818	identity		0.084464	0.084464
819	identity		0.110185	0.110185
820	signed_cbrt		-0.027567	0.098409
821	identity		-0.269756	-0.269756
822	identity		0.000000	0.000000
823	identity		0.000000	0.000000
824	identity		0.145100	0.145100
825	identity		0.147989	0.147989
826	identity		0.152424	0.152424
827	identity		-0.042649	-0.042649
828	signed_cbrt		-0.030071	-0.043655
829	signed_cbrt		0.058824	-0.088153
830	identity		-0.158664	-0.158664
831	identity		0.115527	0.115527
832	identity		-0.066242	-0.066242
833	signed_cbrt		-0.009159	-0.025472
834	identity		-0.227655	-0.227655
835	identity		0.089968	0.089968
836	identity		0.127383	0.127383
837	identity		-0.061422	-0.061422
838	signed_cbrt		-0.221263	-0.228755
839	signed_cbrt		-0.112453	-0.194223
840	signed_cbrt		-0.092062	-0.191723
841	signed_cbrt		0.027372	-0.184128
842	signed_cbrt		0.004237	-0.207112
843	signed_cbrt		0.003053	-0.210166
844	identity		-0.458061	-0.458061
845	log1p		-0.486682	-0.492503
846	signed_cbrt		-0.338629	-0.434730
847	signed_cbrt		0.023274	-0.068870
848	identity		0.080213	0.080213
849	identity		-0.484371	-0.484371
850	identity		-0.539139	-0.539139
851	identity		-0.474778	-0.474778
852	signed_cbrt		-0.094344	-0.139861
853	signed_cbrt		-0.156171	-0.182328
854	identity		0.126863	0.126863
855	identity		-0.061338	-0.061338
856	identity		0.000000	0.000000
857	identity		0.000000	0.000000
858	identity		0.153205	0.153205
859	identity		0.152689	0.152689
860	identity		0.154326	0.154326
861	identity		-0.019454	-0.019454
862	signed_cbrt		0.001776	-0.026548
863	signed_cbrt		0.068923	-0.078389
864	identity		-0.146538	-0.146538
865	identity		0.133222	0.133222
866	identity		-0.044731	-0.044731
867	signed_cbrt		0.004441	-0.016937
868	identity		-0.214874	-0.214874
869	identity		0.084482	0.084482
870	identity		0.114686	0.114686
871	identity		-0.058368	-0.058368
872	identity		-0.282481	-0.282481
873	identity		0.000000	0.000000
874	identity		0.000000	0.000000
875	identity		0.147197	0.147197
876	identity		0.150060	0.150060
877	identity		0.154469	0.154469
878	log1p		-0.055160	-0.063545
879	signed_cbrt		-0.015661	-0.081865
880	identity		0.084062	0.084062
881	signed_cbrt		-0.149385	-0.195188
882	identity		0.114547	0.114547
883	log1p		-0.082574	-0.091564
884	signed_cbrt		-0.020596	-0.069534
885	identity		-0.281148	-0.281148
886	identity		0.089981	0.089981
887	identity		0.124481	0.124481
888	log1p		-0.071802	-0.077542
889	identity		-0.224183	-0.224183
890	signed_cbrt		-0.083446	-0.198329
891	signed_cbrt		-0.066421	-0.193533
892	signed_cbrt		0.053545	-0.155026
893	signed_cbrt		0.035141	-0.173381
894	signed_cbrt		0.033457	-0.175960
895	identity		-0.457135	-0.457135
896	log1p		-0.422759	-0.428984
897	signed_cbrt		-0.335131	-0.435236
898	identity		0.090572	0.090572
899	identity		0.111087	0.111087
900	identity		-0.492979	-0.492979
901	identity		-0.541870	-0.541870
902	identity		-0.417132	-0.417132
903	signed_cbrt		-0.094279	-0.139726
904	signed_cbrt		-0.167324	-0.209706
905	identity		0.133231	0.133231
906	identity		-0.043177	-0.043177
907	identity		0.000000	0.000000
908	identity		0.000000	0.000000
909	identity		0.153648	0.153648
910	identity		0.153361	0.153361
911	identity		0.155081	0.155081
912	log1p		-0.032593	-0.041350
913	signed_cbrt		0.008306	-0.059838
914	identity		0.087016	0.087016
915	signed_cbrt		-0.149976	-0.173006
916	identity		0.128708	0.128708
917	log1p		-0.061719	-0.070979
918	signed_cbrt		-0.009758	-0.055314
919	identity		-0.271679	-0.271679
920	identity		0.084512	0.084512
921	identity		0.113072	0.113072
922	identity		-0.076048	-0.076048
923	identity		-0.281601	-0.281601
924	signed_cbrt		0.111034	0.288536
925	identity		-0.337578	-0.337578
926	identity		0.125578	0.125578
927	identity		0.000000	0.000000
928	identity		0.000000	0.000000
929	signed_cbrt		-0.013487	0.163296
930	identity		-0.341173	-0.341173
931	identity		0.125556	0.125556
932	identity		0.000000	0.000000
933	identity		0.000000	0.000000
934	signed_cbrt		-0.030957	0.089924
935	identity		-0.365996	-0.365996
936	identity		0.125613	0.125613
937	identity		0.000000	0.000000
938	identity		0.000000	0.000000
939	signed_cbrt		-0.010249	0.036586
940	identity		-0.378730	-0.378730
941	identity		0.125657	0.125657
942	identity		0.000000	0.000000
943	identity		0.000000	0.000000
