source,q_lo,q_hi,n_metrics_regress,metrics_regressed,ssim2_gpu_lo,ssim2_gpu_hi,ba_gpu_lo,ba_gpu_hi,ssim2_cpu_lo,ssim2_cpu_hi,ba_cpu_lo,ba_cpu_hi,dssim_lo,dssim_hi,size_lo,size_hi,decoded_lo,decoded_hi
/mnt/v/input/zensim/sources/00b851348ab37a95_513x769.png,15,20,2,"ba_cpu,ba_gpu",69.58198376692994,71.3880120881767,4.875182628631592,4.958009243011475,69.37725210932867,71.09200618611175,4.985506057739258,5.017229080200195,0.00256073,0.00228057,10894,12262,/mnt/v/input/zensim/images/00b851348ab37a95_513x769/zenwebp-default-m4/q15.png,/mnt/v/input/zensim/images/00b851348ab37a95_513x769/zenwebp-default-m4/q20.png
/mnt/v/input/zensim/sources/00b851348ab37a95_769x513.png,40,50,1,ba_gpu,74.29106308037996,76.30549999742114,3.5935781002044678,3.609172821044922,74.24483644452461,76.29540368108242,3.6677358150482178,3.6648364067077637,0.00161702,0.00138933,13402,15046,/mnt/v/input/zensim/images/00b851348ab37a95_769x513/zenwebp-default-m4/q40.png,/mnt/v/input/zensim/images/00b851348ab37a95_769x513/zenwebp-default-m4/q50.png
/mnt/v/input/zensim/sources/00b851348ab37a95_769x513.png,60,70,1,ba_cpu,77.93529079956788,79.30724883768677,2.754380226135254,2.7130587100982666,77.89822598304998,79.23824991733666,2.7924015522003174,2.820106267929077,0.00122873,0.00108203,16324,18306,/mnt/v/input/zensim/images/00b851348ab37a95_769x513/zenwebp-default-m4/q60.png,/mnt/v/input/zensim/images/00b851348ab37a95_769x513/zenwebp-default-m4/q70.png
/mnt/v/input/zensim/sources/00b851348ab37a95_818x1022.png,30,40,2,"ba_cpu,ba_gpu",72.88693458628612,74.57929485996347,3.813821315765381,3.901015281677246,72.62841654186653,74.26309129351445,3.8468823432922363,4.054966449737549,0.00181848,0.00161458,26522,29292,/mnt/v/input/zensim/images/00b851348ab37a95_818x1022/zenwebp-default-m4/q30.png,/mnt/v/input/zensim/images/00b851348ab37a95_818x1022/zenwebp-default-m4/q40.png
/mnt/v/input/zensim/sources/00fbdd22f9e43a55_1022x818.png,20,25,5,"ba_cpu,ba_gpu,dssim,ssim2_cpu,ssim2_gpu",27.704703924024415,26.688895163123007,5.582578182220459,8.918038368225098,27.70778765898104,26.69128382810151,5.711974143981934,8.927518844604492,0.01519164,0.01654501,45716,52188,/mnt/v/input/zensim/images/00fbdd22f9e43a55_1022x818/zenwebp-default-m4/q20.png,/mnt/v/input/zensim/images/00fbdd22f9e43a55_1022x818/zenwebp-default-m4/q25.png
/mnt/v/input/zensim/sources/00fbdd22f9e43a55_513x769.png,5,10,2,"ba_cpu,ba_gpu",-4.120778442933712,9.810726750853771,8.022208213806152,8.943273544311523,-4.124624258754626,9.819383127318666,8.28365421295166,8.969512939453125,0.03131984,0.02463469,13130,16432,/mnt/v/input/zensim/images/00fbdd22f9e43a55_513x769/zenwebp-default-m4/q5.png,/mnt/v/input/zensim/images/00fbdd22f9e43a55_513x769/zenwebp-default-m4/q10.png
/mnt/v/input/zensim/sources/00fbdd22f9e43a55_513x769.png,40,80,5,"ba_cpu,ba_gpu,dssim,ssim2_cpu,ssim2_gpu",52.450231966700336,50.857674287667926,3.7872073650360107,10.831293106079102,52.44695240311401,50.86660506980497,3.891303062438965,10.831881523132324,0.0072214,0.00745687,32704,61274,/mnt/v/input/zensim/images/00fbdd22f9e43a55_513x769/zenwebp-default-m4/q40.png,/mnt/v/input/zensim/images/00fbdd22f9e43a55_513x769/zenwebp-default-m4/q80.png
/mnt/v/input/zensim/sources/00fbdd22f9e43a55_769x513.png,5,10,2,"ba_cpu,ba_gpu",-9.406896968090894,4.065140782244754,8.121801376342773,8.342363357543945,-9.406025170685854,4.072603304401952,8.353073120117188,8.393219947814941,0.03421733,0.02709233,12290,15480,/mnt/v/input/zensim/images/00fbdd22f9e43a55_769x513/zenwebp-default-m4/q5.png,/mnt/v/input/zensim/images/00fbdd22f9e43a55_769x513/zenwebp-default-m4/q10.png
/mnt/v/input/zensim/sources/00fbdd22f9e43a55_769x513.png,15,25,2,"ba_cpu,ba_gpu",16.3163061612633,28.034213054802404,6.423008918762207,7.143592834472656,16.32214476499623,28.034375648514967,6.551166534423828,7.192332744598389,0.01991723,0.01513708,18184,24294,/mnt/v/input/zensim/images/00fbdd22f9e43a55_769x513/zenwebp-default-m4/q15.png,/mnt/v/input/zensim/images/00fbdd22f9e43a55_769x513/zenwebp-default-m4/q25.png
/mnt/v/input/zensim/sources/012d03fa1de7403d_513x769.png,10,20,2,"ba_cpu,ba_gpu",52.93016450646962,58.64639551391251,6.212897300720215,6.371832370758057,52.810804653594374,58.59160183985236,6.3265862464904785,6.421726226806641,0.00518488,0.00396865,5030,6308,/mnt/v/input/zensim/images/012d03fa1de7403d_513x769/zenwebp-default-m4/q10.png,/mnt/v/input/zensim/images/012d03fa1de7403d_513x769/zenwebp-default-m4/q20.png
/mnt/v/input/zensim/sources/0247f78c5099e6fd_1022x818.png,70,80,5,"ba_cpu,ba_gpu,dssim,ssim2_cpu,ssim2_gpu",71.30739159187036,54.41073654472656,3.187817096710205,18.51173210144043,71.29632875787154,54.397190296402016,3.2034850120544434,18.508956909179688,0.00246174,0.00549341,80212,106490,/mnt/v/input/zensim/images/0247f78c5099e6fd_1022x818/zenwebp-default-m4/q70.png,/mnt/v/input/zensim/images/0247f78c5099e6fd_1022x818/zenwebp-default-m4/q80.png
/mnt/v/input/zensim/sources/0247f78c5099e6fd_1024sq.png,5,10,2,"ba_cpu,ba_gpu",24.09665131512294,30.71427244577179,8.136435508728027,13.607843399047852,24.096279479837655,30.698060501263463,8.187759399414062,13.628613471984863,0.01577098,0.01405475,30250,36508,/mnt/v/input/zensim/images/0247f78c5099e6fd_1024sq/zenwebp-default-m4/q5.png,/mnt/v/input/zensim/images/0247f78c5099e6fd_1024sq/zenwebp-default-m4/q10.png
/mnt/v/input/zensim/sources/0247f78c5099e6fd_1024sq.png,20,25,5,"ba_cpu,ba_gpu,dssim,ssim2_cpu,ssim2_gpu",46.83191616152597,44.31881936938269,6.166355609893799,14.088401794433594,46.814535918912476,44.31180474517126,6.187912940979004,14.087068557739258,0.00810251,0.00848743,47940,53828,/mnt/v/input/zensim/images/0247f78c5099e6fd_1024sq/zenwebp-default-m4/q20.png,/mnt/v/input/zensim/images/0247f78c5099e6fd_1024sq/zenwebp-default-m4/q25.png
/mnt/v/input/zensim/sources/0247f78c5099e6fd_1024sq.png,70,80,5,"ba_cpu,ba_gpu,dssim,ssim2_cpu,ssim2_gpu",71.40105839162334,58.152677149262104,3.3317294120788574,15.577847480773926,71.30389682502792,58.14359461488897,3.3752574920654297,15.575736999511719,0.00257043,0.00542954,99918,129520,/mnt/v/input/zensim/images/0247f78c5099e6fd_1024sq/zenwebp-default-m4/q70.png,/mnt/v/input/zensim/images/0247f78c5099e6fd_1024sq/zenwebp-default-m4/q80.png
/mnt/v/input/zensim/sources/0247f78c5099e6fd_512sq.png,20,25,2,"ba_cpu,ba_gpu",44.08782622872947,46.600374989781635,5.41695499420166,5.74861478805542,44.075286477607065,46.61622566875963,5.4924774169921875,5.80181884765625,0.00888522,0.00787736,9950,11214,/mnt/v/input/zensim/images/0247f78c5099e6fd_512sq/zenwebp-default-m4/q20.png,/mnt/v/input/zensim/images/0247f78c5099e6fd_512sq/zenwebp-default-m4/q25.png
